-28.000000 -29.000000 0.000000
-28.000000 -26.000000 0.000000
-28.000000 -23.000000 0.000000
-28.000000 -20.000000 0.000000
-28.000000 -17.000000 0.000000
-28.000000 -14.000000 0.000000
-28.000000 -11.000000 0.000000
-28.000000 -8.000000 0.000000
-28.000000 -5.000000 0.000000
-28.000000 -2.000000 0.000000
-28.000000 1.000000 0.000000
-28.000000 4.000000 0.000011
-28.000000 7.000000 0.000000
-28.000000 10.000000 0.000000
-28.000000 13.000000 0.000000
-28.000000 16.000000 0.000000
-28.000000 19.000000 0.000000
-28.000000 22.000000 0.000000
-28.000000 25.000000 0.000000
-28.000000 28.000000 0.000000
-25.000000 -29.000000 0.000000
-25.000000 -26.000000 0.000000
-25.000000 -23.000000 0.000000
-25.000000 -20.000000 0.000000
-25.000000 -17.000000 0.000000
-25.000000 -14.000000 0.000000
-25.000000 -11.000000 0.000000
-25.000000 -8.000000 0.000000
-25.000000 -5.000000 0.000011
-25.000000 -2.000000 0.000000
-25.000000 1.000000 0.000000
-25.000000 4.000000 0.000000
-25.000000 7.000000 0.000000
-25.000000 10.000000 0.000000
-25.000000 13.000000 0.000011
-25.000000 16.000000 0.000000
-25.000000 19.000000 0.000000
-25.000000 22.000000 0.000000
-25.000000 25.000000 0.000000
-25.000000 28.000000 0.000000
-22.000000 -29.000000 0.000000
-22.000000 -26.000000 0.000000
-22.000000 -23.000000 0.000000
-22.000000 -20.000000 0.000000
-22.000000 -17.000000 0.000000
-22.000000 -14.000000 0.000000
-22.000000 -11.000000 0.000011
-22.000000 -8.000000 0.000056
-22.000000 -5.000000 0.000011
-22.000000 -2.000000 0.000056
-22.000000 1.000000 0.000056
-22.000000 4.000000 0.000067
-22.000000 7.000000 0.000022
-22.000000 10.000000 0.000056
-22.000000 13.000000 0.000011
-22.000000 16.000000 0.000000
-22.000000 19.000000 0.000000
-22.000000 22.000000 0.000000
-22.000000 25.000000 0.000000
-22.000000 28.000000 0.000000
-19.000000 -29.000000 0.000000
-19.000000 -26.000000 0.000000
-19.000000 -23.000000 0.000000
-19.000000 -20.000000 0.000000
-19.000000 -17.000000 0.000000
-19.000000 -14.000000 0.000022
-19.000000 -11.000000 0.000044
-19.000000 -8.000000 0.000022
-19.000000 -5.000000 0.000089
-19.000000 -2.000000 0.000133
-19.000000 1.000000 0.000167
-19.000000 4.000000 0.000167
-19.000000 7.000000 0.000078
-19.000000 10.000000 0.000033
-19.000000 13.000000 0.000033
-19.000000 16.000000 0.000044
-19.000000 19.000000 0.000022
-19.000000 22.000000 0.000000
-19.000000 25.000000 0.000000
-19.000000 28.000000 0.000000
-16.000000 -29.000000 0.000000
-16.000000 -26.000000 0.000000
-16.000000 -23.000000 0.000011
-16.000000 -20.000000 0.000011
-16.000000 -17.000000 0.000033
-16.000000 -14.000000 0.000044
-16.000000 -11.000000 0.000067
-16.000000 -8.000000 0.000156
-16.000000 -5.000000 0.000178
-16.000000 -2.000000 0.000267
-16.000000 1.000000 0.000333
-16.000000 4.000000 0.000467
-16.000000 7.000000 0.000167
-16.000000 10.000000 0.000189
-16.000000 13.000000 0.000067
-16.000000 16.000000 0.000044
-16.000000 19.000000 0.000011
-16.000000 22.000000 0.000000
-16.000000 25.000000 0.000000
-16.000000 28.000000 0.000000
-13.000000 -29.000000 0.000011
-13.000000 -26.000000 0.000000
-13.000000 -23.000000 0.000011
-13.000000 -20.000000 0.000022
-13.000000 -17.000000 0.000056
-13.000000 -14.000000 0.000089
-13.000000 -11.000000 0.000233
-13.000000 -8.000000 0.000300
-13.000000 -5.000000 0.000633
-13.000000 -2.000000 0.000600
-13.000000 1.000000 0.000822
-13.000000 4.000000 0.000733
-13.000000 7.000000 0.000633
-13.000000 10.000000 0.000267
-13.000000 13.000000 0.000156
-13.000000 16.000000 0.000056
-13.000000 19.000000 0.000044
-13.000000 22.000000 0.000011
-13.000000 25.000000 0.000022
-13.000000 28.000000 0.000011
-10.000000 -29.000000 0.000000
-10.000000 -26.000000 0.000000
-10.000000 -23.000000 0.000000
-10.000000 -20.000000 0.000011
-10.000000 -17.000000 0.000033
-10.000000 -14.000000 0.000144
-10.000000 -11.000000 0.000278
-10.000000 -8.000000 0.000778
-10.000000 -5.000000 0.000878
-10.000000 -2.000000 0.001378
-10.000000 1.000000 0.001456
-10.000000 4.000000 0.001533
-10.000000 7.000000 0.000989
-10.000000 10.000000 0.000633
-10.000000 13.000000 0.000267
-10.000000 16.000000 0.000167
-10.000000 19.000000 0.000033
-10.000000 22.000000 0.000000
-10.000000 25.000000 0.000011
-10.000000 28.000000 0.000000
-7.000000 -29.000000 0.000000
-7.000000 -26.000000 0.000011
-7.000000 -23.000000 0.000022
-7.000000 -20.000000 0.000033
-7.000000 -17.000000 0.000122
-7.000000 -14.000000 0.000244
-7.000000 -11.000000 0.000556
-7.000000 -8.000000 0.000944
-7.000000 -5.000000 0.001711
-7.000000 -2.000000 0.002044
-7.000000 1.000000 0.002511
-7.000000 4.000000 0.001733
-7.000000 7.000000 0.001644
-7.000000 10.000000 0.000878
-7.000000 13.000000 0.000567
-7.000000 16.000000 0.000233
-7.000000 19.000000 0.000100
-7.000000 22.000000 0.000022
-7.000000 25.000000 0.000000
-7.000000 28.000000 0.000000
-4.000000 -29.000000 0.000000
-4.000000 -26.000000 0.000000
-4.000000 -23.000000 0.000022
-4.000000 -20.000000 0.000044
-4.000000 -17.000000 0.000089
-4.000000 -14.000000 0.000356
-4.000000 -11.000000 0.000567
-4.000000 -8.000000 0.001444
-4.000000 -5.000000 0.001978
-4.000000 -2.000000 0.002611
-4.000000 1.000000 0.002456
-4.000000 4.000000 0.002889
-4.000000 7.000000 0.001978
-4.000000 10.000000 0.001267
-4.000000 13.000000 0.000667
-4.000000 16.000000 0.000322
-4.000000 19.000000 0.000122
-4.000000 22.000000 0.000056
-4.000000 25.000000 0.000000
-4.000000 28.000000 0.000000
-1.000000 -29.000000 0.000000
-1.000000 -26.000000 0.000000
-1.000000 -23.000000 0.000000
-1.000000 -20.000000 0.000044
-1.000000 -17.000000 0.000189
-1.000000 -14.000000 0.000344
-1.000000 -11.000000 0.000644
-1.000000 -8.000000 0.001511
-1.000000 -5.000000 0.002289
-1.000000 -2.000000 0.002578
-1.000000 1.000000 0.003578
-1.000000 4.000000 0.002667
-1.000000 7.000000 0.002300
-1.000000 10.000000 0.000933
-1.000000 13.000000 0.000756
-1.000000 16.000000 0.000311
-1.000000 19.000000 0.000122
-1.000000 22.000000 0.000056
-1.000000 25.000000 0.000022
-1.000000 28.000000 0.000000
2.000000 -29.000000 0.000000
2.000000 -26.000000 0.000011
2.000000 -23.000000 0.000011
2.000000 -20.000000 0.000033
2.000000 -17.000000 0.000100
2.000000 -14.000000 0.000422
2.000000 -11.000000 0.000600
2.000000 -8.000000 0.001500
2.000000 -5.000000 0.002000
2.000000 -2.000000 0.002744
2.000000 1.000000 0.002244
2.000000 4.000000 0.003100
2.000000 7.000000 0.001722
2.000000 10.000000 0.001367
2.000000 13.000000 0.000700
2.000000 16.000000 0.000389
2.000000 19.000000 0.000122
2.000000 22.000000 0.000056
2.000000 25.000000 0.000000
2.000000 28.000000 0.000000
5.000000 -29.000000 0.000000
5.000000 -26.000000 0.000000
5.000000 -23.000000 0.000011
5.000000 -20.000000 0.000022
5.000000 -17.000000 0.000078
5.000000 -14.000000 0.000189
