-19 -67
-28 -18
4 26
-11 15
4 10
-9 7
13 35
18 22
-11 7
-51 -31
36 -8
